Player,Age,Position,League,MarketValue,scaled_ProgressivePasses,scaled_Tackles,scaled_Interceptions,scaled_xG
Leo Costa,34,Forward,Ligue 1,19.32,0.7389927550765052,0.05378055556743315,0.889421392892109,-0.06869702840360792
Enzo Rodriguez,21,Goalkeeper,Bundesliga,26.32,0.6081049132280276,1.3077770893236749,0.7966724236891687,-0.7842910742745237
Diego Martinez,27,Defender,Premier League,20.84,-0.8417296426320336,-1.2796946317367395,-1.1716668116176796,0.587264180311398
Enzo Oliveira,22,Forward,La Liga,37.71,-0.5396807768278541,0.30104747771655127,-0.8625035809412113,-0.48612688849497543
Leo Rodriguez,28,Midfielder,Premier League,2.17,0.6785829819156693,0.08027344008341011,0.714228895508777,-0.4264940513390658
Diego Oliveira,33,Goalkeeper,Ligue 1,33.1,-1.0430955531681534,-1.3326804007686932,-1.2541103397980709,1.5413895748059518
Enzo Martinez,23,Forward,Ligue 1,16.04,-0.2174953199700629,0.20390690115796928,0.8481996288019131,-0.1879627027154273
Mateo Oliveira,19,Defender,La Liga,19.92,0.3362609340042661,0.0007947865354794167,-1.0170851962794452,-0.9035567485863429
Enzo Garcia,28,Defender,Serie A,5.15,-0.2779050931308986,-1.1472302091568547,-1.1304450475274836,2.6744134807682354
Julian Lopez,23,Forward,Premier League,18.18,-0.5497490723546601,-0.9441180945343648,-1.0273906373019943,2.0780851092091392
Julian Garcia,28,Defender,Bundesliga,22.0,-0.40879293497937647,0.1950759396526436,0.3947602238097597,-0.48612688849497543
Mateo Rodriguez,20,Forward,Premier League,11.0,0.38660241163829584,-1.1295682861462033,-1.0376960783245432,0.9450612032468558
Leo Oliveira,23,Forward,La Liga,21.46,-0.7309783918371678,0.2392307471792719,0.04437522904309585,-0.6053925628067948
Enzo Rodriguez,19,Midfielder,Bundesliga,3.6,-0.24770020655048086,-1.1030754016302264,-1.0170851962794452,0.7065298546232174
Lucas Costa,20,Midfielder,Serie A,0.99,-0.4893392991938244,-1.0500896325982725,-1.0583069603696411,0.8257955289350365
Hugo Rodriguez,21,Defender,Bundesliga,16.04,-0.8820028247392576,-1.1560611706621804,-1.3159429859333647,1.3624910633382232
Hugo Rodriguez,23,Forward,Premier League,21.92,-2.0398568103219454,1.4667343964195367,1.7344675567411225,-0.6650253999627043
Mateo Martinez,27,Midfielder,Ligue 1,24.04,-0.65043202762272,1.8376347796432135,1.4871369721999477,-0.48612688849497543
Julian Fernandez,22,Forward,Bundesliga,38.5,0.1650999100485645,0.9280457445946724,-0.09990094527258947,-0.30722837702724654
Leo Santos,28,Defender,Premier League,11.8,1.0108367343002667,1.5373820884621419,1.2810281517489688,-0.4264940513390658
Lucas Rodriguez,24,Midfielder,La Liga,11.61,-0.4994075947206304,-1.3326804007686932,-1.243804898775522,1.123959714714585
Leo Santos,32,Goalkeeper,La Liga,36.29,-1.0733004397485713,-0.8204846334598057,-1.0583069603696411,1.123959714714585
Leo Santos,24,Goalkeeper,Serie A,6.15,-0.9625491889537054,-1.3150184777580418,-1.0170851962794452,3.390007526639151
Diego Garcia,33,Defender,Premier League,20.06,0.12482672794134053,0.6542859379295772,0.6111744852832878,-1.0228224228981622
Marco Fernandez,29,Goalkeeper,Serie A,6.47,0.7490610506033114,0.5483143998656694,0.8481996288019131,-0.06869702840360792
Marco Diaz,25,Forward,La Liga,1.34,2.4808078812139405,-0.016867136475171893,0.4256765468774066,-0.1879627027154273
Leo Oliveira,17,Goalkeeper,Ligue 1,26.65,-0.8820028247392576,0.8044122835201132,-1.078917842414739,-0.3668612141831562
Gabriel Lopez,26,Defender,Ligue 1,38.11,-0.8920711202660636,0.8927218985733697,-0.347231529813764,-0.6650253999627043
Diego Martinez,18,Goalkeeper,Bundesliga,37.48,1.0913830985147146,0.29221651621122563,0.9718649210725006,0.1698343202200305
Mateo Garcia,31,Forward,Bundesliga,3.1,-0.2879733886577046,-1.465144823348578,-0.9449471091216027,1.9588194348973198
Mateo Santos,26,Defender,Ligue 1,38.1,0.7188561640228933,0.2392307471792719,-0.522424027197096,-0.30722837702724654
Santi Silva,32,Goalkeeper,Bundesliga,4.89,-0.126880660228809,-0.6173725188373159,-1.1098341654823858,-0.5457597256508852
Mateo Silva,26,Goalkeeper,La Liga,7.91,0.3161243429506541,0.636624014918926,0.1989568443813299,-0.6650253999627043
Gabriel Martinez,17,Midfielder,Bundesliga,27.13,-0.70077350525675,-1.1295682861462033,-1.2128885757078751,1.89918659774141
Marco Silva,21,Goalkeeper,Bundesliga,0.64,1.3330221911580584,-0.5378938652893851,-1.1304450475274836,-0.2475955398713369
Gabriel Silva,23,Midfielder,Ligue 1,14.85,2.138485833302537,-0.43192232722547724,-0.41936961697160663,-0.12832986555951761
Santi Garcia,30,Forward,Ligue 1,26.06,0.4067390026919078,0.8485670910467412,-0.1411227093627853,-0.06869702840360792
Hugo Martinez,18,Forward,Ligue 1,24.99,-0.036266000487555086,-1.7035807839923705,0.37414934176466186,-0.4264940513390658
Enzo Lopez,22,Forward,Serie A,30.5,-0.106744069175197,0.6542859379295772,-0.7903654937833685,-0.5457597256508852
Julian Rodriguez,33,Defender,Bundesliga,30.59,0.08455354583411658,-0.20231732808701045,-0.04837374015984472,-0.6053925628067948
Hugo Oliveira,25,Forward,La Liga,23.09,-0.056402591541167064,1.0428482441639055,-1.0376960783245432,-0.4264940513390658
Gabriel Costa,33,Forward,Serie A,25.24,2.138485833302537,-0.26413405862429,-0.5636457912872919,-0.3668612141831562
Diego Silva,17,Midfielder,Serie A,20.48,0.6282415042816396,-0.5025700192680825,-0.718227406625526,-0.7842910742745237
Leo Garcia,27,Forward,Ligue 1,29.65,-0.2779050931308986,-1.191385016683483,-1.223194016730424,1.243225389026404
Marco Rodriguez,20,Forward,Premier League,11.26,0.13489502346814652,-0.6791892493745953,0.1577350802911341,-0.06869702840360792
Lucas Fernandez,30,Forward,Premier League,2.93,-0.8417296426320336,-1.0147657865769701,-1.1407504885500326,1.89918659774141
Lucas Santos,33,Midfielder,Ligue 1,31.23,-1.204188281597049,-0.3789365581935235,0.7863669826666194,-0.4264940513390658
Marco Diaz,33,Midfielder,La Liga,23.1,0.6483780953352516,0.9192147830893465,1.3428607978842624,-0.8439239114304332
Marco Oliveira,32,Forward,Premier League,22.17,0.3563975250578781,-0.7763298259331776,-0.12051182731768738,-0.2475955398713369
Marco Diaz,32,Goalkeeper,La Liga,15.14,1.5142515106405658,0.8309051680360899,0.5184255160803471,-0.12832986555951761
Santi Oliveira,24,Defender,Serie A,8.54,-0.106744069175197,-0.7056821338905723,-0.3266206477686662,-0.30722837702724654
Gabriel Santos,34,Goalkeeper,La Liga,34.48,0.1550316145217585,-0.7056821338905723,0.5905636032381898,-0.5457597256508852
Diego Martinez,20,Forward,Premier League,6.98,-0.7813198694711978,-0.9617800175450161,-1.0583069603696411,2.3166164578327777
Diego Silva,33,Midfielder,La Liga,36.85,-0.42892952603298845,0.4070190157804589,0.8172833057342666,-0.724658237118614
Mateo Rodriguez,30,Midfielder,La Liga,5.22,-0.8417296426320336,-1.2267088627047855,-1.078917842414739,2.4358821321445974
Diego Fernandez,22,Forward,Premier League,4.41,-0.4692027081402124,1.387255742871606,-0.4708968220843513,-0.4264940513390658
Mateo Fernandez,23,Defender,Serie A,7.68,-1.0632321442217654,-1.2355398242101112,-1.243804898775522,-0.3668612141831562
Leo Costa,33,Forward,Premier League,27.74,0.024143772673280633,2.2085351628668914,0.013458905975448993,-0.48612688849497543
Marco Rodriguez,17,Goalkeeper,Serie A,10.23,1.041041620880685,-0.025698097980497547,0.3432330186970152,-0.6053925628067948
Julian Fernandez,27,Goalkeeper,Ligue 1,10.86,-0.9222760068464815,-1.0235967480822956,-1.2025831346853262,-0.12832986555951761
Mateo Silva,25,Defender,Serie A,36.71,0.44701218479913174,-0.6791892493745953,0.1577350802911341,-0.7842910742745237
Lucas Costa,17,Midfielder,Bundesliga,20.03,0.1650999100485645,0.7690884374988105,-0.6667002015127812,-0.2475955398713369
Enzo Garcia,20,Midfielder,Premier League,23.03,0.18523650110217646,0.5748072843816465,1.8993546131019052,-0.4264940513390658
