Player,Age,Position,League,MarketValue,scaled_ProgressivePasses,scaled_Tackles,scaled_Interceptions,scaled_xG,Role_ID,TacticalRole
Gabriel Oliveira,31,Goalkeeper,Premier League,30.12,-0.680636914203138,1.0428482441639055,0.9821703620950496,-0.5457597256508852,0,Ball Winning Midfielder
Julian Costa,25,Goalkeeper,Premier League,20.4,0.4268755937455197,0.5129905538443668,0.5081200750577982,-0.4264940513390658,0,Ball Winning Midfielder
Julian Lopez,32,Goalkeeper,Premier League,33.4,0.5174902534867739,1.1399888207224878,1.291333592771518,-0.5457597256508852,0,Ball Winning Midfielder
Gabriel Silva,25,Goalkeeper,Serie A,12.56,-0.2577685020772868,0.2480617086845975,0.4668983109676024,-0.4861268884949754,2,Clinical Finisher
Gabriel Costa,20,Midfielder,Premier League,2.69,-0.8417296426320336,-0.9264561715237136,-1.1510559295725815,1.720288086273681,1,Deep Lying Playmaker
Santi Diaz,32,Goalkeeper,Premier League,7.0,-0.9424125979000936,0.2922165162112256,0.2401786084715257,-0.3668612141831562,2,Clinical Finisher
Marco Diaz,24,Forward,Bundesliga,29.54,0.9705635521930428,-0.237641174108313,0.2401786084715257,-0.724658237118614,3,Ball Playing Defender
Diego Garcia,29,Forward,Premier League,32.61,0.8094708237641474,-1.164892132167506,1.1882791825460284,-0.6053925628067948,3,Ball Playing Defender
Lucas Diaz,26,Goalkeeper,Ligue 1,15.2,0.4268755937455197,-0.3171198276562439,0.7451452185764239,-0.7842910742745237,2,Clinical Finisher
Mateo Fernandez,26,Defender,Premier League,23.07,-1.67739817135693,-1.0500896325982725,-1.2025831346853262,1.123959714714585,1,Deep Lying Playmaker
Leo Rodriguez,19,Midfielder,La Liga,29.4,0.4872853669063557,2.5794355460905685,-0.2544825606108235,-0.4861268884949754,0,Ball Winning Midfielder
Leo Garcia,22,Goalkeeper,Serie A,13.87,-0.116812364702003,-1.085413478619575,1.3737771209519094,-0.5457597256508852,2,Clinical Finisher
Hugo Fernandez,28,Defender,La Liga,24.99,-0.8417296426320336,1.016355359647929,2.0436307874175905,-0.5457597256508852,0,Ball Winning Midfielder
Enzo Diaz,28,Forward,Bundesliga,12.97,0.7188561640228933,-0.5202319422787338,-0.1720390324304319,0.3487328316877594,3,Ball Playing Defender
Leo Rodriguez,18,Goalkeeper,Premier League,20.24,0.9504269611394308,0.3893570927698076,1.8478274079891608,-0.5457597256508852,0,Ball Winning Midfielder
Marco Silva,20,Defender,Serie A,17.47,-0.1772221378628389,0.1509211321260153,-0.0277628581147468,-0.8439239114304332,2,Clinical Finisher
Mateo Fernandez,29,Defender,Serie A,19.46,-0.2174953199700629,-1.085413478619575,-1.0376960783245432,0.587264180311398,1,Deep Lying Playmaker
Mateo Lopez,21,Goalkeeper,La Liga,31.97,-1.214256577123855,-1.244370785715437,-1.0273906373019943,1.6010224119618617,1,Deep Lying Playmaker
Hugo Martinez,19,Goalkeeper,Premier League,31.74,-0.4591344126134064,-1.412159054316624,-1.1304450475274836,0.4679985059995788,1,Deep Lying Playmaker
Leo Garcia,27,Midfielder,Premier League,21.05,0.8195391192909531,-0.3701055966881978,0.7760615416440707,-0.4861268884949754,3,Ball Playing Defender
Enzo Santos,30,Midfielder,Ligue 1,38.42,0.8094708237641474,0.8838909370680439,0.5287309571028961,-0.724658237118614,0,Ball Winning Midfielder
Gabriel Lopez,22,Forward,Ligue 1,16.08,-1.184051690543437,0.5218215153496927,0.0340697880205468,-0.7842910742745237,2,Clinical Finisher
Mateo Rodriguez,32,Goalkeeper,Bundesliga,37.98,-0.8417296426320336,0.3628642082538308,0.0855969931332916,-0.5457597256508852,2,Clinical Finisher
Marco Santos,29,Defender,La Liga,8.71,1.3028173045776403,0.2215688241686206,-0.3163152067461172,-0.0090641912476983,3,Ball Playing Defender
Leo Oliveira,27,Defender,Ligue 1,12.55,-0.660500323149526,0.0802734400834101,0.5287309571028961,-0.5457597256508852,2,Clinical Finisher
Lucas Martinez,27,Goalkeeper,Ligue 1,18.27,-0.2577685020772868,-0.4849080962574312,1.07491933129799,-0.3072283770272465,2,Clinical Finisher
Enzo Lopez,20,Forward,Premier League,29.45,0.7591293461301172,-0.6968511723852466,0.1989568443813299,-0.3668612141831562,3,Ball Playing Defender
Marco Silva,33,Midfielder,Premier League,19.32,-1.2948029413383029,-0.2023173280870104,2.476459310364646,-0.6053925628067948,0,Ball Winning Midfielder
Santi Oliveira,31,Forward,Serie A,28.98,-1.687466466883736,1.58153689598877,0.8791159518695603,-0.6053925628067948,0,Ball Winning Midfielder
Julian Santos,22,Defender,La Liga,29.83,-0.2779050931308986,0.4511738233070874,2.3321831360489607,-0.1283298655595176,0,Ball Winning Midfielder
Lucas Rodriguez,30,Defender,Serie A,6.69,-0.0060611139071373,-0.988272902060993,-1.223194016730424,1.720288086273681,1,Deep Lying Playmaker
Hugo Diaz,20,Goalkeeper,Ligue 1,31.34,-0.7913881649980038,-0.9971038635663187,-1.0273906373019943,2.3166164578327777,1,Deep Lying Playmaker
Marco Silva,32,Goalkeeper,La Liga,5.28,-0.8618662336856456,2.39398535447873,-0.3987587349265087,-0.3072283770272465,0,Ball Winning Midfielder
Hugo Diaz,25,Goalkeeper,La Liga,4.86,-0.9021394157928696,1.0428482441639055,1.3943880029970073,-0.5457597256508852,0,Ball Winning Midfielder
Hugo Martinez,33,Defender,Ligue 1,17.77,0.4671487758527437,1.3431009353449774,1.3222499158391643,-0.5457597256508852,0,Ball Winning Midfielder
Diego Oliveira,28,Defender,La Liga,1.43,2.9842226575542394,-0.6615273263639442,-0.0689846222049426,-0.4264940513390658,3,Ball Playing Defender
Hugo Garcia,24,Goalkeeper,La Liga,33.58,-1.184051690543437,-1.4033280928112983,-1.1098341654823858,0.4679985059995788,1,Deep Lying Playmaker
Enzo Fernandez,18,Midfielder,Bundesliga,27.38,4.242759598404987,-0.4495842502361286,-0.3678424118588618,-0.5457597256508852,3,Ball Playing Defender
Hugo Santos,19,Midfielder,Bundesliga,4.95,0.8396757103445651,1.104664974701185,0.2401786084715257,-0.4861268884949754,0,Ball Winning Midfielder
Santi Lopez,18,Defender,Bundesliga,5.69,0.5074219579599677,-0.211148289592336,1.3119444748166158,-0.3072283770272465,0,Ball Winning Midfielder
Lucas Silva,34,Forward,Premier League,18.16,-1.3250078279187207,-0.1493315590550567,-0.5842566733323897,-0.5457597256508852,2,Clinical Finisher
Julian Fernandez,19,Goalkeeper,Ligue 1,9.32,-1.173983395016631,-0.4142604042148259,0.2298731674489767,-0.5457597256508852,2,Clinical Finisher
Leo Martinez,17,Midfielder,Premier League,18.06,1.60486617038182,0.4246809387911102,-0.2235662375431766,0.2294671573759402,3,Ball Playing Defender
Mateo Garcia,31,Midfielder,La Liga,35.13,-0.5296124813010481,0.6189620919082747,0.4875091930127003,-0.4861268884949754,0,Ball Winning Midfielder
Mateo Rodriguez,21,Midfielder,Ligue 1,20.33,-0.4591344126134064,-1.4474829003379268,-1.1613613705951304,0.6468970174673077,1,Deep Lying Playmaker
Leo Garcia,31,Defender,Ligue 1,21.26,-0.3685197528721525,-0.9176252100183878,-1.0583069603696411,0.7661626917791271,1,Deep Lying Playmaker
Marco Costa,18,Forward,Ligue 1,34.26,-0.610158845515496,-1.032427709587621,-0.9655579911667004,0.9450612032468558,1,Deep Lying Playmaker
Diego Fernandez,30,Forward,Premier League,16.69,1.383363668792088,-0.0080361749698462,-0.9346416680990538,-0.3072283770272465,3,Ball Playing Defender
Marco Oliveira,21,Midfielder,Bundesliga,17.18,-0.5094758902474363,-1.0942444401249007,-1.223194016730424,-1.8576821430808967,2,Clinical Finisher
Hugo Costa,25,Goalkeeper,Ligue 1,17.09,-1.67739817135693,0.1774140166419923,-0.0895955042500405,-0.6053925628067948,2,Clinical Finisher
Gabriel Garcia,31,Goalkeeper,Premier League,24.72,-1.586783511615676,-0.6526963648586185,-0.1823444734529808,-0.5457597256508852,2,Clinical Finisher
Julian Silva,33,Forward,La Liga,15.99,1.2222709403631924,-0.0168671364751718,-0.4296750579941555,-0.2475955398713369,3,Ball Playing Defender
Santi Costa,33,Goalkeeper,Serie A,32.99,-0.680636914203138,-1.0059348250716444,-0.9964743142343474,2.376249294988688,1,Deep Lying Playmaker
Marco Rodriguez,33,Defender,Premier League,36.28,-0.9726174844805112,-1.111906363135552,-1.0376960783245432,-0.7842910742745237,2,Clinical Finisher
Julian Diaz,24,Midfielder,Premier League,19.54,0.3664658205846838,0.7337645914775079,0.7554506595989728,-0.6053925628067948,0,Ball Winning Midfielder
Enzo Garcia,28,Goalkeeper,Ligue 1,11.25,1.9673248093468352,-1.588778284423137,-0.2853988836784704,-0.4264940513390658,3,Ball Playing Defender
Enzo Garcia,26,Defender,Bundesliga,2.08,-1.133710212909407,-0.8116536719544801,-1.0995287244598368,0.8854283660909461,1,Deep Lying Playmaker
Gabriel Diaz,25,Midfielder,Ligue 1,10.37,-0.7813198694711978,-0.988272902060993,1.1367519774332835,-0.4861268884949754,2,Clinical Finisher
Santi Diaz,21,Defender,La Liga,31.03,2.2492370840974023,-0.3082888661509183,-1.0995287244598368,-0.0686970284036079,3,Ball Playing Defender
Enzo Costa,30,Midfielder,Ligue 1,12.52,-0.3584514573453465,1.2636222817970468,0.5287309571028961,-0.724658237118614,0,Ball Winning Midfielder
Hugo Silva,27,Goalkeeper,Ligue 1,13.77,-0.4289295260329884,-1.164892132167506,-1.1510559295725815,2.376249294988688,1,Deep Lying Playmaker
Julian Santos,31,Goalkeeper,Bundesliga,36.27,-0.5799539589350781,-0.26413405862429,0.9615594800499518,-0.6650253999627043,2,Clinical Finisher
Hugo Silva,17,Goalkeeper,La Liga,35.8,0.2053730921557884,-0.3347817506668952,-2.3877088522784544,-0.6053925628067948,2,Clinical Finisher
Marco Silva,30,Forward,Premier League,4.01,-1.6572615803033182,-1.288525593242065,-1.0995287244598368,1.7799209234295907,1,Deep Lying Playmaker
Santi Costa,28,Defender,La Liga,17.46,-0.5698856634082721,-1.138399247651529,0.2814003725617215,-0.5457597256508852,2,Clinical Finisher
Enzo Martinez,30,Defender,Serie A,25.16,-0.8719345292124516,-1.3856661698006472,0.5699527211930919,-0.6053925628067948,2,Clinical Finisher
Julian Rodriguez,32,Midfielder,Serie A,14.07,-0.2678367976040928,1.917113433191145,0.4462874289225045,-0.9035567485863428,0,Ball Winning Midfielder
Enzo Santos,28,Defender,Bundesliga,4.38,-1.0934370308021832,-0.6968511723852466,-1.0995287244598368,1.6606552491177713,1,Deep Lying Playmaker
Marco Silva,31,Defender,Ligue 1,2.89,-0.5698856634082721,-1.3768352082953217,-1.078917842414739,1.95881943489732,1,Deep Lying Playmaker
Mateo Lopez,24,Defender,Ligue 1,33.71,0.3463292295310721,1.1753126667437903,1.7550784387862204,-0.6053925628067948,0,Ball Winning Midfielder
Santi Rodriguez,27,Forward,La Liga,35.25,0.1550316145217585,-1.0059348250716444,-1.1098341654823858,3.56890603810688,1,Deep Lying Playmaker
Marco Rodriguez,32,Forward,Serie A,25.33,0.3161243429506541,1.78464901061126,0.2195677264264278,-0.5457597256508852,0,Ball Winning Midfielder
Julian Martinez,21,Midfielder,La Liga,18.48,-0.7712515739443918,0.1862449781473179,0.7245343365313259,-0.6053925628067948,2,Clinical Finisher
Leo Costa,34,Forward,Ligue 1,19.32,0.7389927550765052,0.0537805555674331,0.889421392892109,-0.0686970284036079,0,Ball Winning Midfielder
Enzo Rodriguez,21,Goalkeeper,Bundesliga,26.32,0.6081049132280276,1.3077770893236749,0.7966724236891687,-0.7842910742745237,0,Ball Winning Midfielder
Diego Martinez,27,Defender,Premier League,20.84,-0.8417296426320336,-1.2796946317367397,-1.1716668116176796,0.587264180311398,1,Deep Lying Playmaker
Enzo Oliveira,22,Forward,La Liga,37.71,-0.5396807768278541,0.3010474777165512,-0.8625035809412113,-0.4861268884949754,2,Clinical Finisher
Leo Rodriguez,28,Midfielder,Premier League,2.17,0.6785829819156693,0.0802734400834101,0.714228895508777,-0.4264940513390658,0,Ball Winning Midfielder
Diego Oliveira,33,Goalkeeper,Ligue 1,33.1,-1.0430955531681534,-1.3326804007686932,-1.2541103397980709,1.5413895748059518,1,Deep Lying Playmaker
Enzo Martinez,23,Forward,Ligue 1,16.04,-0.2174953199700629,0.2039069011579692,0.8481996288019131,-0.1879627027154273,0,Ball Winning Midfielder
Mateo Oliveira,19,Defender,La Liga,19.92,0.3362609340042661,0.0007947865354794,-1.0170851962794452,-0.9035567485863428,2,Clinical Finisher
Enzo Garcia,28,Defender,Serie A,5.15,-0.2779050931308986,-1.1472302091568547,-1.1304450475274836,2.674413480768236,1,Deep Lying Playmaker
Julian Lopez,23,Forward,Premier League,18.18,-0.5497490723546601,-0.9441180945343648,-1.0273906373019943,2.0780851092091392,1,Deep Lying Playmaker
Julian Garcia,28,Defender,Bundesliga,22.0,-0.4087929349793764,0.1950759396526436,0.3947602238097597,-0.4861268884949754,2,Clinical Finisher
Mateo Rodriguez,20,Forward,Premier League,11.0,0.3866024116382958,-1.1295682861462033,-1.0376960783245432,0.9450612032468558,1,Deep Lying Playmaker
Leo Oliveira,23,Forward,La Liga,21.46,-0.7309783918371678,0.2392307471792719,0.0443752290430958,-0.6053925628067948,2,Clinical Finisher
Enzo Rodriguez,19,Midfielder,Bundesliga,3.6,-0.2477002065504808,-1.1030754016302264,-1.0170851962794452,0.7065298546232174,1,Deep Lying Playmaker
Lucas Costa,20,Midfielder,Serie A,0.99,-0.4893392991938244,-1.0500896325982725,-1.0583069603696411,0.8257955289350365,1,Deep Lying Playmaker
Hugo Rodriguez,21,Defender,Bundesliga,16.04,-0.8820028247392576,-1.1560611706621804,-1.315942985933365,1.3624910633382232,1,Deep Lying Playmaker
Hugo Rodriguez,23,Forward,Premier League,21.92,-2.039856810321945,1.4667343964195367,1.7344675567411223,-0.6650253999627043,0,Ball Winning Midfielder
Mateo Martinez,27,Midfielder,Ligue 1,24.04,-0.65043202762272,1.837634779643213,1.4871369721999477,-0.4861268884949754,0,Ball Winning Midfielder
Julian Fernandez,22,Forward,Bundesliga,38.5,0.1650999100485645,0.9280457445946724,-0.0999009452725894,-0.3072283770272465,2,Clinical Finisher
Leo Santos,28,Defender,Premier League,11.8,1.0108367343002669,1.537382088462142,1.2810281517489688,-0.4264940513390658,0,Ball Winning Midfielder
Lucas Rodriguez,24,Midfielder,La Liga,11.61,-0.4994075947206304,-1.3326804007686932,-1.243804898775522,1.123959714714585,1,Deep Lying Playmaker
Leo Santos,32,Goalkeeper,La Liga,36.29,-1.0733004397485713,-0.8204846334598057,-1.0583069603696411,1.123959714714585,1,Deep Lying Playmaker
Leo Santos,24,Goalkeeper,Serie A,6.15,-0.9625491889537054,-1.3150184777580418,-1.0170851962794452,3.390007526639151,1,Deep Lying Playmaker
Diego Garcia,33,Defender,Premier League,20.06,0.1248267279413405,0.6542859379295772,0.6111744852832878,-1.0228224228981622,0,Ball Winning Midfielder
Marco Fernandez,29,Goalkeeper,Serie A,6.47,0.7490610506033114,0.5483143998656694,0.8481996288019131,-0.0686970284036079,0,Ball Winning Midfielder
Marco Diaz,25,Forward,La Liga,1.34,2.4808078812139405,-0.0168671364751718,0.4256765468774066,-0.1879627027154273,3,Ball Playing Defender
Leo Oliveira,17,Goalkeeper,Ligue 1,26.65,-0.8820028247392576,0.8044122835201132,-1.078917842414739,-0.3668612141831562,2,Clinical Finisher
Gabriel Lopez,26,Defender,Ligue 1,38.11,-0.8920711202660636,0.8927218985733697,-0.347231529813764,-0.6650253999627043,2,Clinical Finisher
Diego Martinez,18,Goalkeeper,Bundesliga,37.48,1.0913830985147146,0.2922165162112256,0.9718649210725006,0.1698343202200305,3,Ball Playing Defender
Mateo Garcia,31,Forward,Bundesliga,3.1,-0.2879733886577046,-1.465144823348578,-0.9449471091216028,1.95881943489732,1,Deep Lying Playmaker
Mateo Santos,26,Defender,Ligue 1,38.1,0.7188561640228933,0.2392307471792719,-0.522424027197096,-0.3072283770272465,3,Ball Playing Defender
Santi Silva,32,Goalkeeper,Bundesliga,4.89,-0.126880660228809,-0.6173725188373159,-1.1098341654823858,-0.5457597256508852,2,Clinical Finisher
Mateo Silva,26,Goalkeeper,La Liga,7.91,0.3161243429506541,0.636624014918926,0.1989568443813299,-0.6650253999627043,0,Ball Winning Midfielder
Gabriel Martinez,17,Midfielder,Bundesliga,27.13,-0.70077350525675,-1.1295682861462033,-1.2128885757078751,1.89918659774141,1,Deep Lying Playmaker
Marco Silva,21,Goalkeeper,Bundesliga,0.64,1.3330221911580584,-0.5378938652893851,-1.1304450475274836,-0.2475955398713369,3,Ball Playing Defender
Gabriel Silva,23,Midfielder,Ligue 1,14.85,2.138485833302537,-0.4319223272254772,-0.4193696169716066,-0.1283298655595176,3,Ball Playing Defender
Santi Garcia,30,Forward,Ligue 1,26.06,0.4067390026919078,0.8485670910467412,-0.1411227093627853,-0.0686970284036079,2,Clinical Finisher
Hugo Martinez,18,Forward,Ligue 1,24.99,-0.036266000487555,-1.7035807839923705,0.3741493417646618,-0.4264940513390658,2,Clinical Finisher
Enzo Lopez,22,Forward,Serie A,30.5,-0.106744069175197,0.6542859379295772,-0.7903654937833685,-0.5457597256508852,2,Clinical Finisher
Julian Rodriguez,33,Defender,Bundesliga,30.59,0.0845535458341165,-0.2023173280870104,-0.0483737401598447,-0.6053925628067948,2,Clinical Finisher
Hugo Oliveira,25,Forward,La Liga,23.09,-0.056402591541167,1.0428482441639055,-1.0376960783245432,-0.4264940513390658,2,Clinical Finisher
Gabriel Costa,33,Forward,Serie A,25.24,2.138485833302537,-0.26413405862429,-0.5636457912872919,-0.3668612141831562,3,Ball Playing Defender
Diego Silva,17,Midfielder,Serie A,20.48,0.6282415042816396,-0.5025700192680825,-0.718227406625526,-0.7842910742745237,2,Clinical Finisher
Leo Garcia,27,Forward,Ligue 1,29.65,-0.2779050931308986,-1.191385016683483,-1.223194016730424,1.243225389026404,1,Deep Lying Playmaker
Marco Rodriguez,20,Forward,Premier League,11.26,0.1348950234681465,-0.6791892493745953,0.1577350802911341,-0.0686970284036079,2,Clinical Finisher
Lucas Fernandez,30,Forward,Premier League,2.93,-0.8417296426320336,-1.01476578657697,-1.1407504885500326,1.89918659774141,1,Deep Lying Playmaker
Lucas Santos,33,Midfielder,Ligue 1,31.23,-1.204188281597049,-0.3789365581935235,0.7863669826666194,-0.4264940513390658,2,Clinical Finisher
Marco Diaz,33,Midfielder,La Liga,23.1,0.6483780953352516,0.9192147830893465,1.3428607978842624,-0.8439239114304332,0,Ball Winning Midfielder
Marco Oliveira,32,Forward,Premier League,22.17,0.3563975250578781,-0.7763298259331776,-0.1205118273176873,-0.2475955398713369,2,Clinical Finisher
Marco Diaz,32,Goalkeeper,La Liga,15.14,1.5142515106405658,0.8309051680360899,0.5184255160803471,-0.1283298655595176,3,Ball Playing Defender
Santi Oliveira,24,Defender,Serie A,8.54,-0.106744069175197,-0.7056821338905723,-0.3266206477686662,-0.3072283770272465,2,Clinical Finisher
Gabriel Santos,34,Goalkeeper,La Liga,34.48,0.1550316145217585,-0.7056821338905723,0.5905636032381898,-0.5457597256508852,2,Clinical Finisher
Diego Martinez,20,Forward,Premier League,6.98,-0.7813198694711978,-0.961780017545016,-1.0583069603696411,2.3166164578327777,1,Deep Lying Playmaker
Diego Silva,33,Midfielder,La Liga,36.85,-0.4289295260329884,0.4070190157804589,0.8172833057342666,-0.724658237118614,0,Ball Winning Midfielder
Mateo Rodriguez,30,Midfielder,La Liga,5.22,-0.8417296426320336,-1.2267088627047855,-1.078917842414739,2.4358821321445974,1,Deep Lying Playmaker
Diego Fernandez,22,Forward,Premier League,4.41,-0.4692027081402124,1.387255742871606,-0.4708968220843513,-0.4264940513390658,2,Clinical Finisher
Mateo Fernandez,23,Defender,Serie A,7.68,-1.0632321442217654,-1.2355398242101112,-1.243804898775522,-0.3668612141831562,2,Clinical Finisher
Leo Costa,33,Forward,Premier League,27.74,0.0241437726732806,2.2085351628668914,0.0134589059754489,-0.4861268884949754,0,Ball Winning Midfielder
Marco Rodriguez,17,Goalkeeper,Serie A,10.23,1.041041620880685,-0.0256980979804975,0.3432330186970152,-0.6053925628067948,3,Ball Playing Defender
Julian Fernandez,27,Goalkeeper,Ligue 1,10.86,-0.9222760068464816,-1.0235967480822956,-1.2025831346853262,-0.1283298655595176,2,Clinical Finisher
Mateo Silva,25,Defender,Serie A,36.71,0.4470121847991317,-0.6791892493745953,0.1577350802911341,-0.7842910742745237,2,Clinical Finisher
Lucas Costa,17,Midfielder,Bundesliga,20.03,0.1650999100485645,0.7690884374988105,-0.6667002015127812,-0.2475955398713369,2,Clinical Finisher
Enzo Garcia,20,Midfielder,Premier League,23.03,0.1852365011021764,0.5748072843816465,1.8993546131019048,-0.4264940513390658,0,Ball Winning Midfielder
